result_id,lot_id,test_id,measured_value,units,analyst_id,tested_date
RES028606,L02-0453,T01,1.0898,%,AN08,2024-03-30
RES028607,L02-0453,T02,6.9968,pH units,AN08,2024-03-30
RES028608,L02-0453,T03,128.9957,cP,AN08,2024-03-30
RES028609,L02-0453,T04,53.68,particles/mL,AN08,2024-03-30
RES028610,L02-0453,T05,0.0,CFU/mL,AN08,2024-03-30
RES028611,L02-0454,T01,1.0605,%,AN12,2024-03-30
RES028612,L02-0454,T02,6.7881,pH units,AN12,2024-03-30
RES028613,L02-0454,T03,119.411,cP,AN12,2024-03-30
RES028614,L02-0454,T04,60.5,particles/mL,AN12,2024-03-30
RES028615,L02-0454,T05,0.78,CFU/mL,AN12,2024-03-30
RES028616,L02-0455,T01,1.0536,%,AN07,2024-03-28
RES028617,L02-0455,T02,6.867,pH units,AN07,2024-03-28
RES028618,L02-0455,T03,104.8713,cP,AN07,2024-03-28
RES028619,L02-0455,T04,35.76,particles/mL,AN07,2024-03-28
RES028620,L02-0455,T05,2.36,CFU/mL,AN07,2024-03-28
RES028621,L02-0456,T01,0.9259,%,AN13,2024-03-30
RES028622,L02-0456,T02,6.7214,pH units,AN13,2024-03-30
RES028623,L02-0456,T03,122.1912,cP,AN13,2024-03-30
RES028624,L02-0456,T04,56.82,particles/mL,AN13,2024-03-30
RES028625,L02-0456,T05,5.52,CFU/mL,AN13,2024-03-30
RES028626,L02-0457,T01,0.9947,%,AN11,2024-03-30
RES028627,L02-0457,T02,7.1335,pH units,AN11,2024-03-30
RES028628,L02-0457,T03,117.8104,cP,AN11,2024-03-30
RES028629,L02-0457,T04,37.82,particles/mL,AN11,2024-03-30
RES028630,L02-0457,T05,4.07,CFU/mL,AN11,2024-03-30
RES028631,L02-0458,T01,0.9805,%,AN10,2024-03-29
RES028632,L02-0458,T02,7.3858,pH units,AN10,2024-03-29
RES028633,L02-0458,T03,119.615,cP,AN10,2024-03-29
RES028634,L02-0458,T04,76.22,particles/mL,AN10,2024-03-29
RES028635,L02-0458,T05,9.17,CFU/mL,AN10,2024-03-29
RES028636,L02-0459,T01,0.9794,%,AN07,2024-03-31
RES028637,L02-0459,T02,6.8954,pH units,AN07,2024-03-31
RES028638,L02-0459,T03,129.0178,cP,AN07,2024-03-31
RES028639,L02-0459,T04,61.42,particles/mL,AN07,2024-03-31
RES028640,L02-0459,T05,5.67,CFU/mL,AN07,2024-03-31
RES028641,L03-0567,T01,9179.63,ppm,AN07,2024-03-29
RES028642,L03-0567,T02,7.2056,pH units,AN07,2024-03-29
RES028643,L03-0567,T03,128.6842,cP,AN07,2024-03-29
RES028644,L03-0567,T04,44.3,particles/mL,AN07,2024-03-29
RES028645,L03-0567,T05,4.74,CFU/mL,AN07,2024-03-29
RES028646,L03-0568,T01,10076.81,ppm,AN06,2024-03-31
RES028647,L03-0568,T02,7.2632,pH units,AN06,2024-03-31
RES028648,L03-0568,T03,135.138,cP,AN06,2024-03-31
RES028649,L03-0568,T04,34.79,particles/mL,AN06,2024-03-31
RES028650,L03-0568,T05,7.07,CFU/mL,AN06,2024-03-31
RES028651,L03-0569,T01,9615.51,ppm,AN04,2024-03-28
RES028652,L03-0569,T02,7.1936,pH units,AN04,2024-03-28
RES028653,L03-0569,T03,118.8309,cP,AN04,2024-03-28
RES028654,L03-0569,T04,56.13,particles/mL,AN04,2024-03-28
RES028655,L03-0569,T05,0.84,CFU/mL,AN04,2024-03-28
RES028656,L03-0570,T01,11757.59,ppm,AN08,2024-03-31
RES028657,L03-0570,T02,6.9665,pH units,AN08,2024-03-31
RES028658,L03-0570,T03,119.8094,cP,AN08,2024-03-31
RES028659,L03-0570,T04,65.23,particles/mL,AN08,2024-03-31
RES028660,L03-0570,T05,3.93,CFU/mL,AN08,2024-03-31
RES028661,L03-0571,T01,9688.8,ppm,AN12,2024-03-31
RES028662,L03-0571,T02,7.0226,pH units,AN12,2024-03-31
RES028663,L03-0571,T03,126.6536,cP,AN12,2024-03-31
RES028664,L03-0571,T04,65.68,particles/mL,AN12,2024-03-31
RES028665,L03-0571,T05,6.22,CFU/mL,AN12,2024-03-31
RES028666,L03-0572,T01,10343.73,ppm,AN15,2024-03-29
RES028667,L03-0572,T02,7.1905,pH units,AN15,2024-03-29
RES028668,L03-0572,T03,121.2216,cP,AN15,2024-03-29
RES028669,L03-0572,T04,61.86,particles/mL,AN15,2024-03-29
RES028670,L03-0572,T05,2.83,CFU/mL,AN15,2024-03-29
RES028671,L03-0573,T01,10404.62,ppm,AN14,2024-03-29
RES028672,L03-0573,T02,6.7374,pH units,AN14,2024-03-29
RES028673,L03-0573,T03,131.183,cP,AN14,2024-03-29
RES028674,L03-0573,T04,30.3,particles/mL,AN14,2024-03-29
RES028675,L03-0573,T05,0.94,CFU/mL,AN14,2024-03-29
RES028676,L03-0574,T01,9741.55,ppm,AN02,2024-03-29
RES028677,L03-0574,T02,7.0525,pH units,AN02,2024-03-29
RES028678,L03-0574,T03,128.3621,cP,AN02,2024-03-29
RES028679,L03-0574,T04,24.48,particles/mL,AN02,2024-03-29
RES028680,L03-0574,T05,2.42,CFU/mL,AN02,2024-03-29
RES028681,L03-0575,T01,9066.24,ppm,AN07,2024-03-28
RES028682,L03-0575,T02,7.0642,pH units,AN07,2024-03-28
RES028683,L03-0575,T03,117.2749,cP,AN07,2024-03-28
RES028684,L03-0575,T04,26.39,particles/mL,AN07,2024-03-28
RES028685,L03-0575,T05,4.14,CFU/mL,AN07,2024-03-28
RES028686,L03-0576,T01,9952.51,ppm,AN02,2024-03-31
RES028687,L03-0576,T02,7.1729,pH units,AN02,2024-03-31
RES028688,L03-0576,T03,137.6818,cP,AN02,2024-03-31
RES028689,L03-0576,T04,102.42,particles/mL,AN02,2024-03-31
RES028690,L03-0576,T05,5.76,CFU/mL,AN02,2024-03-31
RES028691,L03-0577,T01,10050.55,ppm,AN02,2024-03-29
RES028692,L03-0577,T02,7.2039,pH units,AN02,2024-03-29
RES028693,L03-0577,T03,105.7892,cP,AN02,2024-03-29
RES028694,L03-0577,T04,1.97,particles/mL,AN02,2024-03-29
RES028695,L03-0577,T05,4.73,CFU/mL,AN02,2024-03-29
RES028696,L03-0578,T01,11276.39,ppm,AN03,2024-03-31
RES028697,L03-0578,T02,7.1456,pH units,AN03,2024-03-31
RES028698,L03-0578,T03,116.6124,cP,AN03,2024-03-31
RES028699,L03-0578,T04,65.55,particles/mL,AN03,2024-03-31
RES028700,L03-0578,T05,3.42,CFU/mL,AN03,2024-03-31
RES028701,L03-0579,T01,9977.28,ppm,AN10,2024-03-28
RES028702,L03-0579,T02,6.966,pH units,AN10,2024-03-28
RES028703,L03-0579,T03,117.2344,cP,AN10,2024-03-28
RES028704,L03-0579,T04,50.48,particles/mL,AN10,2024-03-28
RES028705,L03-0579,T05,11.84,CFU/mL,AN10,2024-03-28
RES028706,L03-0580,T01,9867.63,ppm,AN02,2024-03-30
RES028707,L03-0580,T02,7.0233,pH units,AN02,2024-03-30
RES028708,L03-0580,T03,104.5745,cP,AN02,2024-03-30
RES028709,L03-0580,T04,24.18,particles/mL,AN02,2024-03-30
RES028710,L03-0580,T05,1.96,CFU/mL,AN02,2024-03-30
RES028711,L03-0581,T01,10033.84,ppm,AN13,2024-03-29
RES028712,L03-0581,T02,7.5923,pH units,AN13,2024-03-29
RES028713,L03-0581,T03,118.8108,cP,AN13,2024-03-29
RES028714,L03-0581,T04,59.7,particles/mL,AN13,2024-03-29
RES028715,L03-0581,T05,9.92,CFU/mL,AN13,2024-03-29
RES028716,L03-0582,T01,10357.95,ppm,AN15,2024-03-29
RES028717,L03-0582,T02,7.0248,pH units,AN15,2024-03-29
RES028718,L03-0582,T03,116.9999,cP,AN15,2024-03-29
RES028719,L03-0582,T04,84.05,particles/mL,AN15,2024-03-29
RES028720,L03-0582,T05,0.27,CFU/mL,AN15,2024-03-29
RES028721,L03-0583,T01,9288.98,ppm,AN03,2024-03-31
RES028722,L03-0583,T02,6.6969,pH units,AN03,2024-03-31
RES028723,L03-0583,T03,130.1459,cP,AN03,2024-03-31
RES028724,L03-0583,T04,38.21,particles/mL,AN03,2024-03-31
RES028725,L03-0583,T05,3.17,CFU/mL,AN03,2024-03-31
RES028726,L03-0584,T01,9232.95,ppm,AN05,2024-03-31
RES028727,L03-0584,T02,7.1173,pH units,AN05,2024-03-31
RES028728,L03-0584,T03,120.5382,cP,AN05,2024-03-31
RES028729,L03-0584,T04,26.03,particles/mL,AN05,2024-03-31
RES028730,L03-0584,T05,2.78,CFU/mL,AN05,2024-03-31
RES028731,L03-0585,T01,10289.53,ppm,AN04,2024-03-30
RES028732,L03-0585,T02,7.179,pH units,AN04,2024-03-30
RES028733,L03-0585,T03,118.84,cP,AN04,2024-03-30
RES028734,L03-0585,T04,59.1,particles/mL,AN04,2024-03-30
RES028735,L03-0585,T05,2.76,CFU/mL,AN04,2024-03-30
RES028736,L01-0683,T01,0.9532,%,AN13,2024-03-29
RES028737,L01-0683,T02,6.807,pH units,AN13,2024-03-29
RES028738,L01-0683,T03,118.9348,cP,AN13,2024-03-29
RES028739,L01-0683,T04,54.09,particles/mL,AN13,2024-03-29
RES028740,L01-0683,T05,1.2,CFU/mL,AN13,2024-03-29
RES028741,L01-0684,T01,1.0466,%,AN10,2024-03-31
RES028742,L01-0684,T02,6.9168,pH units,AN10,2024-03-31
RES028743,L01-0684,T03,110.6503,cP,AN10,2024-03-31
RES028744,L01-0684,T04,6.83,particles/mL,AN10,2024-03-31
RES028745,L01-0684,T05,7.95,CFU/mL,AN10,2024-03-31
RES028746,L01-0685,T01,0.9476,%,AN04,2024-03-30
RES028747,L01-0685,T02,7.1301,pH units,AN04,2024-03-30
RES028748,L01-0685,T03,121.9957,cP,AN04,2024-03-30
RES028749,L01-0685,T04,60.35,particles/mL,AN04,2024-03-30
RES028750,L01-0685,T05,14.36,CFU/mL,AN04,2024-03-30
RES028751,L01-0686,T01,1.0223,%,AN12,2024-03-31
RES028752,L01-0686,T02,6.9617,pH units,AN12,2024-03-31
RES028753,L01-0686,T03,110.147,cP,AN12,2024-03-31
RES028754,L01-0686,T04,67.2,particles/mL,AN12,2024-03-31
RES028755,L01-0686,T05,0.0,CFU/mL,AN12,2024-03-31
RES028756,L01-0687,T01,0.9545,%,AN13,2024-04-01
RES028757,L01-0687,T02,6.983,pH units,AN13,2024-04-01
RES028758,L01-0687,T03,143.4324,cP,AN13,2024-04-01
RES028759,L01-0687,T04,46.62,particles/mL,AN13,2024-04-01
RES028760,L01-0687,T05,6.89,CFU/mL,AN13,2024-04-01
RES028761,L01-0688,T01,0.9937,%,AN08,2024-03-29
RES028762,L01-0688,T02,6.81,pH units,AN08,2024-03-29
RES028763,L01-0688,T03,133.374,cP,AN08,2024-03-29
RES028764,L01-0688,T04,36.14,particles/mL,AN08,2024-03-29
RES028765,L01-0688,T05,2.75,CFU/mL,AN08,2024-03-29
RES028766,L01-0689,T01,0.986,%,AN08,2024-04-01
RES028767,L01-0689,T02,7.0955,pH units,AN08,2024-04-01
RES028768,L01-0689,T03,103.3564,cP,AN08,2024-04-01
RES028769,L01-0689,T04,7.51,particles/mL,AN08,2024-04-01
RES028770,L01-0689,T05,11.92,CFU/mL,AN08,2024-04-01
RES028771,L01-0690,T01,0.9909,%,AN13,2024-03-30
RES028772,L01-0690,T02,7.1642,pH units,AN13,2024-03-30
RES028773,L01-0690,T03,114.6472,cP,AN13,2024-03-30
RES028774,L01-0690,T04,0.0,particles/mL,AN13,2024-03-30
RES028775,L01-0690,T05,3.23,CFU/mL,AN13,2024-03-30
RES028776,L01-0691,T01,0.9753,%,AN15,2024-03-29
RES028777,L01-0691,T02,6.8967,pH units,AN15,2024-03-29
RES028778,L01-0691,T03,121.7433,cP,AN15,2024-03-29
RES028779,L01-0691,T04,4.01,particles/mL,AN15,2024-03-29
RES028780,L01-0691,T05,9.1,CFU/mL,AN15,2024-03-29
RES028781,L01-0692,T01,0.9748,%,AN06,2024-04-01
RES028782,L01-0692,T02,7.2115,pH units,AN06,2024-04-01
RES028783,L01-0692,T03,135.0925,cP,AN06,2024-04-01
RES028784,L01-0692,T04,66.37,particles/mL,AN06,2024-04-01
RES028785,L01-0692,T05,7.73,CFU/mL,AN06,2024-04-01
RES028786,L01-0693,T01,1.1189,%,AN14,2024-03-30
RES028787,L01-0693,T02,7.0119,pH units,AN14,2024-03-30
RES028788,L01-0693,T03,127.6041,cP,AN14,2024-03-30
RES028789,L01-0693,T04,64.0,particles/mL,AN14,2024-03-30
RES028790,L01-0693,T05,4.84,CFU/mL,AN14,2024-03-30
RES028791,L01-0694,T01,0.985,%,AN09,2024-03-31
RES028792,L01-0694,T02,6.8861,pH units,AN09,2024-03-31
RES028793,L01-0694,T03,95.5032,cP,AN09,2024-03-31
RES028794,L01-0694,T04,4.28,particles/mL,AN09,2024-03-31
RES028795,L01-0694,T05,5.85,CFU/mL,AN09,2024-03-31
RES028796,L01-0695,T01,0.9855,%,AN13,2024-03-30
RES028797,L01-0695,T02,6.9106,pH units,AN13,2024-03-30
RES028798,L01-0695,T03,123.6505,cP,AN13,2024-03-30
RES028799,L01-0695,T04,80.94,particles/mL,AN13,2024-03-30
RES028800,L01-0695,T05,6.41,CFU/mL,AN13,2024-03-30
RES028801,L01-0696,T01,1.068,%,AN04,2024-04-01
RES028802,L01-0696,T02,7.2503,pH units,AN04,2024-04-01
RES028803,L01-0696,T03,137.7026,cP,AN04,2024-04-01
RES028804,L01-0696,T04,31.91,particles/mL,AN04,2024-04-01
RES028805,L01-0696,T05,4.58,CFU/mL,AN04,2024-04-01
RES028806,L01-0697,T01,1.0204,%,AN06,2024-03-30
RES028807,L01-0697,T02,6.955,pH units,AN06,2024-03-30
RES028808,L01-0697,T03,119.6915,cP,AN06,2024-03-30
RES028809,L01-0697,T04,25.39,particles/mL,AN06,2024-03-30
RES028810,L01-0697,T05,3.35,CFU/mL,AN06,2024-03-30
RES028811,L01-0698,T01,0.9749,%,AN01,2024-03-31
RES028812,L01-0698,T02,6.5929,pH units,AN01,2024-03-31
RES028813,L01-0698,T03,117.4846,cP,AN01,2024-03-31
RES028814,L01-0698,T04,78.01,particles/mL,AN01,2024-03-31
RES028815,L01-0698,T05,2.76,CFU/mL,AN01,2024-03-31
RES028816,L01-0699,T01,1.028,%,AN01,2024-04-01
RES028817,L01-0699,T02,7.0834,pH units,AN01,2024-04-01
RES028818,L01-0699,T03,124.3335,cP,AN01,2024-04-01
RES028819,L01-0699,T04,36.33,particles/mL,AN01,2024-04-01
RES028820,L01-0699,T05,7.45,CFU/mL,AN01,2024-04-01
RES028821,L01-0700,T01,0.979,%,AN15,2024-03-31
RES028822,L01-0700,T02,7.1003,pH units,AN15,2024-03-31
RES028823,L01-0700,T03,126.1702,cP,AN15,2024-03-31
RES028824,L01-0700,T04,18.13,particles/mL,AN15,2024-03-31
RES028825,L01-0700,T05,8.65,CFU/mL,AN15,2024-03-31
RES028826,L01-0701,T01,1.0784,%,AN02,2024-03-31
RES028827,L01-0701,T02,6.6069,pH units,AN02,2024-03-31
RES028828,L01-0701,T03,123.2325,cP,AN02,2024-03-31
RES028829,L01-0701,T04,18.93,particles/mL,AN02,2024-03-31
RES028830,L01-0701,T05,10.11,CFU/mL,AN02,2024-03-31
RES028831,L01-0702,T01,1.0166,%,AN14,2024-03-31
RES028832,L01-0702,T02,6.8886,pH units,AN14,2024-03-31
RES028833,L01-0702,T03,123.6201,cP,AN14,2024-03-31
RES028834,L01-0702,T04,91.54,particles/mL,AN14,2024-03-31
RES028835,L01-0702,T05,9.72,CFU/mL,AN14,2024-03-31
RES028836,L01-0703,T01,1.0361,%,AN07,2024-04-01
RES028837,L01-0703,T02,6.9049,pH units,AN07,2024-04-01
RES028838,L01-0703,T03,122.422,cP,AN07,2024-04-01
RES028839,L01-0703,T04,49.56,particles/mL,AN07,2024-04-01
RES028840,L01-0703,T05,5.04,CFU/mL,AN07,2024-04-01
RES028841,L01-0704,T01,0.964,%,AN12,2024-03-30
RES028842,L01-0704,T02,6.9884,pH units,AN12,2024-03-30
RES028843,L01-0704,T03,118.4773,cP,AN12,2024-03-30
RES028844,L01-0704,T04,49.4,particles/mL,AN12,2024-03-30
RES028845,L01-0704,T05,0.0,CFU/mL,AN12,2024-03-30
RES028846,L01-0705,T01,0.8702,%,AN14,2024-03-31
RES028847,L01-0705,T02,7.1716,pH units,AN14,2024-03-31
RES028848,L01-0705,T03,114.9848,cP,AN14,2024-03-31
RES028849,L01-0705,T04,60.55,particles/mL,AN14,2024-03-31
RES028850,L01-0705,T05,1.97,CFU/mL,AN14,2024-03-31
RES028851,L01-0706,T01,1.081,%,AN14,2024-03-30
RES028852,L01-0706,T02,6.9346,pH units,AN14,2024-03-30
RES028853,L01-0706,T03,118.0985,cP,AN14,2024-03-30
RES028854,L01-0706,T04,96.88,particles/mL,AN14,2024-03-30
RES028855,L01-0706,T05,5.26,CFU/mL,AN14,2024-03-30
RES028856,L01-0707,T01,1.0409,%,AN13,2024-04-01
RES028857,L01-0707,T02,6.9876,pH units,AN13,2024-04-01
RES028858,L01-0707,T03,108.6264,cP,AN13,2024-04-01
RES028859,L01-0707,T04,3.14,particles/mL,AN13,2024-04-01
RES028860,L01-0707,T05,1.62,CFU/mL,AN13,2024-04-01
RES028861,L01-0708,T01,0.9294,%,AN06,2024-03-30
RES028862,L01-0708,T02,6.9594,pH units,AN06,2024-03-30
RES028863,L01-0708,T03,121.4004,cP,AN06,2024-03-30
RES028864,L01-0708,T04,39.74,particles/mL,AN06,2024-03-30
RES028865,L01-0708,T05,10.27,CFU/mL,AN06,2024-03-30
RES028866,L02-0460,T01,1.0081,%,AN05,2024-03-31
RES028867,L02-0460,T02,6.7676,pH units,AN05,2024-03-31
RES028868,L02-0460,T03,112.025,cP,AN05,2024-03-31
RES028869,L02-0460,T04,47.27,particles/mL,AN05,2024-03-31
RES028870,L02-0460,T05,2.11,CFU/mL,AN05,2024-03-31
RES028871,L02-0461,T01,1.0827,%,AN02,2024-03-31
RES028872,L02-0461,T02,6.9794,pH units,AN02,2024-03-31
RES028873,L02-0461,T03,118.0194,cP,AN02,2024-03-31
RES028874,L02-0461,T04,76.71,particles/mL,AN02,2024-03-31
RES028875,L02-0461,T05,5.92,CFU/mL,AN02,2024-03-31
RES028876,L02-0462,T01,0.9108,%,AN07,2024-04-01
RES028877,L02-0462,T02,6.7152,pH units,AN07,2024-04-01
RES028878,L02-0462,T03,118.4545,cP,AN07,2024-04-01
RES028879,L02-0462,T04,64.72,particles/mL,AN07,2024-04-01
RES028880,L02-0462,T05,5.2,CFU/mL,AN07,2024-04-01
RES028881,L02-0463,T01,1.1069,%,AN04,2024-03-31
RES028882,L02-0463,T02,7.1744,pH units,AN04,2024-03-31
RES028883,L02-0463,T03,119.1658,cP,AN04,2024-03-31
RES028884,L02-0463,T04,40.55,particles/mL,AN04,2024-03-31
RES028885,L02-0463,T05,2.76,CFU/mL,AN04,2024-03-31
RES028886,L02-0464,T01,1.0485,%,AN01,2024-03-31
RES028887,L02-0464,T02,7.1692,pH units,AN01,2024-03-31
RES028888,L02-0464,T03,109.3996,cP,AN01,2024-03-31
RES028889,L02-0464,T04,56.14,particles/mL,AN01,2024-03-31
RES028890,L02-0464,T05,11.27,CFU/mL,AN01,2024-03-31
RES028891,L02-0465,T01,0.9494,%,AN15,2024-04-01
RES028892,L02-0465,T02,7.148,pH units,AN15,2024-04-01
RES028893,L02-0465,T03,130.9448,cP,AN15,2024-04-01
RES028894,L02-0465,T04,111.7,particles/mL,AN15,2024-04-01
RES028895,L02-0465,T05,6.48,CFU/mL,AN15,2024-04-01
RES028896,L02-0466,T01,1.0207,%,AN10,2024-04-01
RES028897,L02-0466,T02,7.1625,pH units,AN10,2024-04-01
RES028898,L02-0466,T03,116.3175,cP,AN10,2024-04-01
RES028899,L02-0466,T04,7.75,particles/mL,AN10,2024-04-01
RES028900,L02-0466,T05,7.08,CFU/mL,AN10,2024-04-01
RES028901,L02-0467,T01,0.9637,%,AN15,2024-03-31
RES028902,L02-0467,T02,7.2324,pH units,AN15,2024-03-31
RES028903,L02-0467,T03,111.0337,cP,AN15,2024-03-31
RES028904,L02-0467,T04,32.38,particles/mL,AN15,2024-03-31
RES028905,L02-0467,T05,11.55,CFU/mL,AN15,2024-03-31
RES028906,L02-0468,T01,1.0003,%,AN04,2024-03-29
RES028907,L02-0468,T02,7.0149,pH units,AN04,2024-03-29
RES028908,L02-0468,T03,115.9548,cP,AN04,2024-03-29
RES028909,L02-0468,T04,43.64,particles/mL,AN04,2024-03-29
RES028910,L02-0468,T05,3.57,CFU/mL,AN04,2024-03-29
RES028911,L02-0469,T01,0.9911,%,AN09,2024-03-31
RES028912,L02-0469,T02,7.2837,pH units,AN09,2024-03-31
RES028913,L02-0469,T03,130.9772,cP,AN09,2024-03-31
RES028914,L02-0469,T04,111.75,particles/mL,AN09,2024-03-31
RES028915,L02-0469,T05,0.44,CFU/mL,AN09,2024-03-31
RES028916,L02-0470,T01,1.1334,%,AN09,2024-03-31
RES028917,L02-0470,T02,7.0195,pH units,AN09,2024-03-31
RES028918,L02-0470,T03,114.5179,cP,AN09,2024-03-31
RES028919,L02-0470,T04,74.51,particles/mL,AN09,2024-03-31
RES028920,L02-0470,T05,7.44,CFU/mL,AN09,2024-03-31
RES028921,L02-0471,T01,1.0016,%,AN02,2024-03-31
RES028922,L02-0471,T02,7.0503,pH units,AN02,2024-03-31
RES028923,L02-0471,T03,123.1653,cP,AN02,2024-03-31
RES028924,L02-0471,T04,9.36,particles/mL,AN02,2024-03-31
RES028925,L02-0471,T05,12.52,CFU/mL,AN02,2024-03-31
RES028926,L02-0472,T01,1.045,%,AN01,2024-03-30
RES028927,L02-0472,T02,6.9663,pH units,AN01,2024-03-30
RES028928,L02-0472,T03,138.6533,cP,AN01,2024-03-30
RES028929,L02-0472,T04,39.44,particles/mL,AN01,2024-03-30
RES028930,L02-0472,T05,0.0,CFU/mL,AN01,2024-03-30
RES028931,L02-0473,T01,0.9943,%,AN02,2024-03-30
RES028932,L02-0473,T02,7.2142,pH units,AN02,2024-03-30
RES028933,L02-0473,T03,101.0423,cP,AN02,2024-03-30
RES028934,L02-0473,T04,67.27,particles/mL,AN02,2024-03-30
RES028935,L02-0473,T05,4.51,CFU/mL,AN02,2024-03-30
RES028936,L02-0474,T01,1.0172,%,AN15,2024-03-30
RES028937,L02-0474,T02,6.9758,pH units,AN15,2024-03-30
RES028938,L02-0474,T03,140.9255,cP,AN15,2024-03-30
RES028939,L02-0474,T04,87.91,particles/mL,AN15,2024-03-30
RES028940,L02-0474,T05,8.81,CFU/mL,AN15,2024-03-30
RES028941,L02-0475,T01,0.9715,%,AN05,2024-03-31
RES028942,L02-0475,T02,6.9413,pH units,AN05,2024-03-31
RES028943,L02-0475,T03,105.5058,cP,AN05,2024-03-31
RES028944,L02-0475,T04,71.18,particles/mL,AN05,2024-03-31
RES028945,L02-0475,T05,0.26,CFU/mL,AN05,2024-03-31
RES028946,L02-0476,T01,1.0531,%,AN02,2024-03-30
RES028947,L02-0476,T02,6.6952,pH units,AN02,2024-03-30
RES028948,L02-0476,T03,140.4617,cP,AN02,2024-03-30
RES028949,L02-0476,T04,64.21,particles/mL,AN02,2024-03-30
RES028950,L02-0476,T05,3.49,CFU/mL,AN02,2024-03-30
RES028951,L03-0586,T01,9868.28,ppm,AN12,2024-03-31
RES028952,L03-0586,T02,6.9201,pH units,AN12,2024-03-31
RES028953,L03-0586,T03,139.5343,cP,AN12,2024-03-31
RES028954,L03-0586,T04,39.86,particles/mL,AN12,2024-03-31
RES028955,L03-0586,T05,13.34,CFU/mL,AN12,2024-03-31
RES028956,L03-0587,T01,9789.6,ppm,AN07,2024-03-30
RES028957,L03-0587,T02,7.2581,pH units,AN07,2024-03-30
RES028958,L03-0587,T03,132.7079,cP,AN07,2024-03-30
RES028959,L03-0587,T04,77.28,particles/mL,AN07,2024-03-30
RES028960,L03-0587,T05,10.26,CFU/mL,AN07,2024-03-30
RES028961,L03-0588,T01,11198.22,ppm,AN09,2024-03-31
RES028962,L03-0588,T02,7.0244,pH units,AN09,2024-03-31
RES028963,L03-0588,T03,106.5369,cP,AN09,2024-03-31
RES028964,L03-0588,T04,37.3,particles/mL,AN09,2024-03-31
RES028965,L03-0588,T05,2.48,CFU/mL,AN09,2024-03-31
RES028966,L03-0589,T01,9203.89,ppm,AN07,2024-03-31
RES028967,L03-0589,T02,7.0032,pH units,AN07,2024-03-31
RES028968,L03-0589,T03,110.1462,cP,AN07,2024-03-31
RES028969,L03-0589,T04,41.59,particles/mL,AN07,2024-03-31
RES028970,L03-0589,T05,8.96,CFU/mL,AN07,2024-03-31
RES028971,L03-0590,T01,10747.3,ppm,AN12,2024-03-31
RES028972,L03-0590,T02,6.9243,pH units,AN12,2024-03-31
RES028973,L03-0590,T03,109.3355,cP,AN12,2024-03-31
RES028974,L03-0590,T04,53.11,particles/mL,AN12,2024-03-31
RES028975,L03-0590,T05,12.49,CFU/mL,AN12,2024-03-31
RES028976,L03-0591,T01,10840.19,ppm,AN10,2024-03-31
RES028977,L03-0591,T02,6.9821,pH units,AN10,2024-03-31
RES028978,L03-0591,T03,112.5325,cP,AN10,2024-03-31
RES028979,L03-0591,T04,53.11,particles/mL,AN10,2024-03-31
RES028980,L03-0591,T05,5.38,CFU/mL,AN10,2024-03-31
RES028981,L03-0592,T01,10506.53,ppm,AN11,2024-03-31
RES028982,L03-0592,T02,6.8654,pH units,AN11,2024-03-31
RES028983,L03-0592,T03,117.1202,cP,AN11,2024-03-31
RES028984,L03-0592,T04,24.71,particles/mL,AN11,2024-03-31
RES028985,L03-0592,T05,6.49,CFU/mL,AN11,2024-03-31
RES028986,L03-0593,T01,10652.51,ppm,AN10,2024-03-31
RES028987,L03-0593,T02,7.1194,pH units,AN10,2024-03-31
RES028988,L03-0593,T03,121.8454,cP,AN10,2024-03-31
RES028989,L03-0593,T04,78.85,particles/mL,AN10,2024-03-31
RES028990,L03-0593,T05,6.96,CFU/mL,AN10,2024-03-31
RES028991,L03-0594,T01,9813.58,ppm,AN08,2024-04-01
RES028992,L03-0594,T02,6.8794,pH units,AN08,2024-04-01
RES028993,L03-0594,T03,115.2719,cP,AN08,2024-04-01
RES028994,L03-0594,T04,63.87,particles/mL,AN08,2024-04-01
RES028995,L03-0594,T05,2.88,CFU/mL,AN08,2024-04-01
RES028996,L03-0595,T01,9659.0,ppm,AN02,2024-03-31
RES028997,L03-0595,T02,6.8628,pH units,AN02,2024-03-31
RES028998,L03-0595,T03,117.1521,cP,AN02,2024-03-31
RES028999,L03-0595,T04,25.88,particles/mL,AN02,2024-03-31
RES029000,L03-0595,T05,0.0,CFU/mL,AN02,2024-03-31
RES029001,L03-0596,T01,12199.25,ppm,AN12,2024-04-01
RES029002,L03-0596,T02,6.8766,pH units,AN12,2024-04-01
RES029003,L03-0596,T03,110.5277,cP,AN12,2024-04-01
RES029004,L03-0596,T04,73.75,particles/mL,AN12,2024-04-01
RES029005,L03-0596,T05,3.43,CFU/mL,AN12,2024-04-01
RES029006,L03-0597,T01,10918.36,ppm,AN04,2024-03-31
RES029007,L03-0597,T02,6.7874,pH units,AN04,2024-03-31
RES029008,L03-0597,T03,130.4812,cP,AN04,2024-03-31
RES029009,L03-0597,T04,66.74,particles/mL,AN04,2024-03-31
RES029010,L03-0597,T05,12.59,CFU/mL,AN04,2024-03-31
RES029011,L03-0598,T01,9476.3,ppm,AN13,2024-04-01
RES029012,L03-0598,T02,7.0147,pH units,AN13,2024-04-01
RES029013,L03-0598,T03,127.2352,cP,AN13,2024-04-01
RES029014,L03-0598,T04,5.7,particles/mL,AN13,2024-04-01
