region,deal_id,rep_id,close_date,total_contract_value,currency,contract_months,product_line,deal_source,stage
EMEA,14934,R124,2024-04-17,120781.32,USD,12,Core Platform,Partner Referral,closed_won
AMER,14568,R014,2024-02-15,108526.52,USD,24,Core Platform,Inbound,closed_won
EMEA,14935,R108,2024-02-23,55680.7,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,14936,R088,2024-04-04,58687.64,GBP,24,Enterprise Suite,Inbound,closed_won
EMEA,14937,R126,2024-02-24,279752.71,GBP,24,Enterprise Suite,Inbound,closed_lost
EMEA,14938,R147,2024-04-24,85673.72,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,14569,R023,2024-04-01,144060.99,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,14939,R082,2024-04-28,189961.41,EUR,24,Core Platform,Outbound,closed_won
AMER,14570,R023,2024-03-31,93070.61,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,14940,R090,2024-02-29,9698.85,EUR,12,Enterprise Suite,Outbound,closed_won
EMEA,14941,R110,2024-03-16,175769.27,GBP,36,Analytics Add-on,Partner Referral,closed_won
APAC,7306,R167,2024-02-04,168285.75,AUD,12,Enterprise Suite,Outbound,closed_won
AMER,14571,R051,2024-03-30,140242.78,USD,24,Analytics Add-on,Inbound,closed_won
AMER,14572,R003,2024-02-02,257192.08,CAD,36,Enterprise Suite,Outbound,closed_won
APAC,7307,R190,2024-04-04,263785.07,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,14942,R119,2024-03-02,141733.82,EUR,36,Analytics Add-on,Inbound,closed_won
EMEA,14943,R129,2024-02-25,67952.87,GBP,12,Core Platform,Inbound,closed_won
APAC,7308,R181,2024-03-17,7745425.88,JPY,12,Enterprise Suite,Partner Referral,closed_lost
AMER,14573,R001,2024-03-03,46878.54,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,14944,R136,2024-03-21,286847.89,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,14945,R137,2024-02-05,172358.5,GBP,24,Enterprise Suite,Inbound,closed_won
AMER,14574,R072,2024-04-12,72842.6,USD,24,Analytics Add-on,Inbound,closed_won
APAC,7309,R198,2024-02-17,340144.82,AUD,24,Core Platform,Partner Referral,closed_won
AMER,14575,R034,2024-03-25,92704.6,USD,12,Core Platform,Outbound,closed_won
APAC,7310,R196,2024-02-09,192880.74,AUD,36,Core Platform,Inbound,closed_won
EMEA,14946,R104,2024-03-26,52392.55,EUR,12,Core Platform,Partner Referral,closed_lost
EMEA,14947,R091,2024-04-20,37407.42,USD,24,Enterprise Suite,Partner Referral,closed_lost
AMER,14576,R040,2024-04-06,191461.83,USD,12,Core Platform,Inbound,closed_won
APAC,7311,R194,2024-02-13,16799301.5,JPY,24,Analytics Add-on,Inbound,closed_won
EMEA,14948,R104,2024-04-16,424256.49,EUR,36,Core Platform,Inbound,closed_won
EMEA,14949,R129,2024-02-05,112788.56,GBP,24,Analytics Add-on,Inbound,closed_won
APAC,7312,R161,2024-02-06,22732.51,USD,24,Core Platform,Partner Referral,closed_won
AMER,14577,R071,2024-04-23,280927.49,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,14950,R143,2024-04-19,509878.75,EUR,36,Core Platform,Partner Referral,closed_won
AMER,14578,R062,2024-02-03,518534.83,USD,36,Analytics Add-on,Partner Referral,prospecting
APAC,7313,R167,2024-04-09,186137.69,AUD,12,Enterprise Suite,Outbound,closed_won
APAC,7314,R176,2024-03-25,76597.11,AUD,12,Enterprise Suite,Inbound,closed_lost
EMEA,14951,R144,2024-03-31,173185.09,EUR,24,Enterprise Suite,Partner Referral,closed_won
AMER,14579,R055,2024-04-25,365216.61,USD,24,Analytics Add-on,Outbound,closed_won
AMER,14580,R043,2024-04-29,579617.1,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,14952,R160,2024-03-11,77935.8,USD,12,Enterprise Suite,Inbound,closed_won
AMER,14581,R014,2024-03-29,174752.89,CAD,12,Core Platform,Inbound,prospecting
APAC,7315,R178,2024-04-21,218104.73,USD,36,Core Platform,Inbound,closed_won
APAC,7316,R166,2024-02-14,24030.3,AUD,12,Analytics Add-on,Outbound,closed_won
AMER,14582,R005,2024-03-21,147717.42,USD,12,Core Platform,Outbound,closed_won
AMER,14583,R016,2024-04-09,41346.04,USD,12,Enterprise Suite,Outbound,prospecting
EMEA,14953,R104,2024-02-16,173153.92,USD,12,Analytics Add-on,Outbound,closed_lost
APAC,7317,R182,2024-03-04,55015420.62,JPY,24,Enterprise Suite,Inbound,closed_won
EMEA,14954,R115,2024-03-21,282053.49,EUR,36,Analytics Add-on,Outbound,closed_won
AMER,14584,R033,2024-04-29,649134.82,CAD,36,Enterprise Suite,Inbound,closed_won
EMEA,14955,R125,2024-02-07,385780.2,USD,24,Enterprise Suite,Inbound,closed_won
AMER,14585,R035,2024-03-27,268055.92,USD,36,Enterprise Suite,Outbound,closed_won
AMER,14586,R044,2024-03-25,135625.2,CAD,12,Enterprise Suite,Partner Referral,closed_won
AMER,14587,R052,2024-04-11,292436.93,USD,24,Analytics Add-on,Inbound,closed_won
AMER,14588,R045,2024-02-19,759397.53,CAD,36,Enterprise Suite,Partner Referral,closed_won
APAC,7318,R178,2024-03-08,89612.18,USD,12,Enterprise Suite,Inbound,closed_won
APAC,7319,R166,2024-03-23,28371547.61,JPY,12,Core Platform,Partner Referral,closed_won
EMEA,14956,R103,2024-04-19,20826.02,USD,24,Analytics Add-on,Inbound,prospecting
APAC,7320,R195,2024-02-08,388025.87,AUD,24,Core Platform,Outbound,closed_won
APAC,7321,R168,2024-04-03,553572.95,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,14957,R097,2024-03-03,141659.6,EUR,24,Enterprise Suite,Partner Referral,closed_won
EMEA,14958,R111,2024-04-21,268539.09,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,14959,R107,2024-02-28,406610.93,GBP,36,Analytics Add-on,Outbound,closed_won
EMEA,14960,R084,2024-02-14,35440.47,GBP,24,Enterprise Suite,Partner Referral,closed_won
EMEA,14961,R132,2024-04-02,76085.94,GBP,12,Analytics Add-on,Partner Referral,closed_lost
EMEA,14962,R143,2024-02-03,306314.71,GBP,24,Core Platform,Outbound,closed_lost
EMEA,14963,R143,2024-03-17,149189.83,GBP,12,Core Platform,Inbound,closed_won
AMER,14589,R008,2024-04-23,267118.29,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,14964,R098,2024-03-29,159907.2,USD,12,Core Platform,Outbound,closed_won
EMEA,14965,R081,2024-04-27,85343.92,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,14590,R029,2024-03-22,132659.14,USD,12,Core Platform,Inbound,closed_won
AMER,14591,R041,2024-02-19,260339.59,USD,36,Core Platform,Outbound,closed_lost
AMER,14592,R007,2024-03-10,198884.85,USD,12,Enterprise Suite,Inbound,prospecting
AMER,14593,R001,2024-04-22,105602.46,USD,12,Enterprise Suite,Inbound,closed_won
AMER,14594,R018,2024-04-13,255088.09,USD,24,Core Platform,Inbound,prospecting
AMER,14595,R049,2024-02-04,332970.06,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,14966,R136,2024-04-28,457290.59,GBP,36,Analytics Add-on,Partner Referral,closed_won
AMER,14596,R027,2024-02-01,191771.07,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,14597,R053,2024-03-10,176769.93,USD,24,Analytics Add-on,Inbound,closed_won
AMER,14598,R007,2024-02-04,46318.42,USD,24,Core Platform,Outbound,closed_won
EMEA,14967,R088,2024-02-29,102986.87,EUR,12,Core Platform,Outbound,closed_won
AMER,14599,R015,2024-02-27,128939.0,CAD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,14968,R123,2024-03-17,467900.48,GBP,36,Analytics Add-on,Outbound,closed_won
EMEA,14969,R129,2024-04-27,293450.18,EUR,36,Core Platform,Partner Referral,closed_won
APAC,7322,R200,2024-04-03,263914.19,AUD,24,Enterprise Suite,Inbound,prospecting
AMER,14600,R025,2024-02-16,191215.52,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,14601,R079,2024-03-15,16146.34,USD,12,Enterprise Suite,Partner Referral,closed_won
APAC,7323,R192,2024-03-26,178782.91,USD,36,Core Platform,Inbound,closed_won
EMEA,14970,R145,2024-03-25,385203.47,EUR,36,Analytics Add-on,Partner Referral,closed_won
EMEA,14971,R131,2024-04-30,22910.81,EUR,12,Enterprise Suite,Partner Referral,prospecting
EMEA,14972,R147,2024-04-11,84623.93,GBP,12,Enterprise Suite,Outbound,prospecting
AMER,14602,R005,2024-03-04,58379.52,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,14973,R159,2024-04-28,146944.89,USD,12,Enterprise Suite,Partner Referral,closed_won
APAC,7324,R196,2024-04-14,423917.95,USD,36,Enterprise Suite,Partner Referral,prospecting
EMEA,14974,R103,2024-03-12,111853.59,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,14975,R096,2024-04-26,201512.98,EUR,24,Enterprise Suite,Inbound,closed_won
EMEA,14976,R122,2024-02-06,163206.03,GBP,24,Enterprise Suite,Outbound,closed_won
AMER,14603,R074,2024-03-21,144469.83,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14977,R097,2024-03-01,177220.82,GBP,24,Core Platform,Partner Referral,closed_won
APAC,7325,R192,2024-03-01,865360.38,AUD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,14978,R142,2024-03-09,127480.83,EUR,24,Analytics Add-on,Outbound,closed_won
APAC,7326,R165,2024-02-13,46685.28,USD,24,Analytics Add-on,Outbound,closed_won
APAC,7327,R182,2024-02-18,434422.19,AUD,24,Core Platform,Inbound,closed_lost
EMEA,14979,R081,2024-02-17,239070.67,EUR,36,Core Platform,Inbound,closed_won
AMER,14604,R070,2024-02-24,318738.93,USD,36,Core Platform,Partner Referral,closed_won
AMER,14605,R048,2024-04-12,338254.18,USD,36,Analytics Add-on,Partner Referral,closed_lost
EMEA,14980,R128,2024-03-13,233275.38,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,14606,R011,2024-03-11,44151.99,USD,12,Enterprise Suite,Inbound,prospecting
AMER,14607,R072,2024-04-11,337184.86,USD,24,Enterprise Suite,Outbound,closed_lost
EMEA,14981,R128,2024-04-11,76728.32,EUR,12,Analytics Add-on,Inbound,closed_won
EMEA,14982,R135,2024-03-06,381949.2,EUR,36,Core Platform,Inbound,closed_won
EMEA,14983,R133,2024-03-27,218900.78,USD,24,Core Platform,Inbound,closed_won
AMER,14608,R073,2024-02-13,59982.19,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,14984,R158,2024-02-23,267162.4,EUR,24,Enterprise Suite,Inbound,closed_won
AMER,14609,R057,2024-04-04,178041.55,USD,36,Analytics Add-on,Outbound,closed_won
AMER,14610,R001,2024-02-23,378197.71,USD,36,Core Platform,Partner Referral,prospecting
AMER,14611,R052,2024-04-05,513682.68,USD,36,Analytics Add-on,Outbound,closed_won
AMER,14612,R057,2024-03-11,531784.75,USD,36,Enterprise Suite,Inbound,closed_won
AMER,14613,R045,2024-04-30,265104.61,USD,24,Enterprise Suite,Outbound,prospecting
EMEA,14985,R145,2024-03-24,154820.18,GBP,12,Analytics Add-on,Inbound,closed_won
EMEA,14986,R095,2024-02-15,190965.96,USD,36,Enterprise Suite,Partner Referral,closed_won
AMER,14614,R009,2024-02-13,130938.8,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,14987,R133,2024-02-19,163166.15,USD,36,Core Platform,Partner Referral,closed_won
AMER,14615,R076,2024-03-20,14923.0,USD,12,Core Platform,Inbound,closed_won
EMEA,14988,R134,2024-04-15,164466.53,EUR,24,Analytics Add-on,Partner Referral,closed_won
EMEA,14989,R100,2024-04-25,291992.53,EUR,24,Enterprise Suite,Partner Referral,closed_lost
AMER,14616,R035,2024-03-20,203505.46,USD,36,Analytics Add-on,Outbound,closed_won
APAC,7328,R172,2024-03-26,188062.19,USD,12,Enterprise Suite,Partner Referral,prospecting
APAC,7329,R171,2024-02-27,130676.07,AUD,12,Analytics Add-on,Outbound,closed_won
EMEA,14990,R121,2024-02-29,153437.68,EUR,12,Enterprise Suite,Partner Referral,closed_won
AMER,14617,R007,2024-02-22,569739.43,USD,36,Core Platform,Inbound,closed_won
AMER,14618,R057,2024-03-13,27074.63,CAD,12,Analytics Add-on,Inbound,closed_won
AMER,14619,R039,2024-04-17,189492.21,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,14991,R115,2024-03-18,96132.13,GBP,24,Enterprise Suite,Partner Referral,closed_lost
AMER,14620,R008,2024-02-26,159406.87,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,14621,R018,2024-03-23,141801.06,USD,12,Enterprise Suite,Outbound,prospecting
AMER,14622,R034,2024-03-17,62600.97,USD,24,Analytics Add-on,Inbound,closed_won
AMER,14623,R019,2024-04-26,361969.69,USD,24,Core Platform,Inbound,prospecting
AMER,14624,R055,2024-03-17,136852.71,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,14992,R129,2024-02-15,122075.88,EUR,36,Analytics Add-on,Partner Referral,closed_won
AMER,14625,R012,2024-03-02,103228.27,USD,12,Enterprise Suite,Outbound,closed_won
AMER,14626,R052,2024-02-29,388757.56,USD,24,Enterprise Suite,Partner Referral,closed_won
APAC,7330,R178,2024-03-24,25019565.56,JPY,24,Enterprise Suite,Inbound,closed_won
AMER,14627,R054,2024-04-17,163340.66,USD,36,Analytics Add-on,Inbound,closed_won
AMER,14628,R004,2024-02-14,508252.54,CAD,24,Core Platform,Partner Referral,closed_won
AMER,14629,R036,2024-03-15,159576.34,USD,24,Analytics Add-on,Partner Referral,closed_won
APAC,7331,R163,2024-02-09,678709.7,AUD,36,Analytics Add-on,Inbound,closed_won
AMER,14630,R016,2024-03-14,130668.01,USD,12,Core Platform,Outbound,closed_won
APAC,7332,R182,2024-02-16,191061.58,AUD,12,Enterprise Suite,Outbound,closed_lost
EMEA,14993,R081,2024-02-27,179606.57,GBP,24,Core Platform,Partner Referral,prospecting
EMEA,14994,R127,2024-02-28,162959.59,EUR,12,Enterprise Suite,Partner Referral,closed_lost
EMEA,14995,R134,2024-04-24,221755.79,GBP,24,Core Platform,Outbound,closed_won
EMEA,14996,R154,2024-02-16,123422.98,USD,36,Core Platform,Inbound,closed_lost
EMEA,14997,R097,2024-02-19,279311.6,GBP,24,Analytics Add-on,Partner Referral,closed_lost
AMER,14631,R054,2024-03-11,239768.83,CAD,24,Analytics Add-on,Partner Referral,closed_won
APAC,7333,R164,2024-03-22,51806.88,USD,12,Enterprise Suite,Inbound,closed_won
APAC,7334,R166,2024-04-20,18519931.6,JPY,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14998,R113,2024-03-13,276639.06,GBP,24,Core Platform,Partner Referral,closed_won
AMER,14632,R068,2024-04-16,304667.45,CAD,36,Enterprise Suite,Partner Referral,closed_won
AMER,14633,R033,2024-04-23,222184.91,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,14634,R017,2024-04-02,104693.65,USD,24,Core Platform,Inbound,closed_lost
AMER,14635,R003,2024-03-07,358865.52,USD,24,Core Platform,Outbound,closed_won
APAC,7335,R184,2024-04-15,96614.77,AUD,36,Core Platform,Partner Referral,closed_lost
AMER,14636,R035,2024-02-27,81369.51,USD,12,Enterprise Suite,Inbound,closed_lost
AMER,14637,R004,2024-03-12,542700.65,USD,36,Analytics Add-on,Partner Referral,prospecting
AMER,14638,R059,2024-02-01,176036.45,USD,36,Analytics Add-on,Inbound,prospecting
APAC,7336,R199,2024-03-21,751112.44,AUD,36,Enterprise Suite,Partner Referral,closed_won
APAC,7337,R174,2024-04-23,72069944.86,JPY,36,Core Platform,Partner Referral,prospecting
EMEA,14999,R086,2024-04-25,44376.94,GBP,36,Enterprise Suite,Partner Referral,closed_won
EMEA,15000,R142,2024-02-18,67797.66,EUR,12,Enterprise Suite,Outbound,closed_won
AMER,14639,R036,2024-02-02,374617.17,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,14640,R080,2024-03-06,178911.0,USD,36,Core Platform,Inbound,closed_won
EMEA,15001,R113,2024-04-14,184468.79,GBP,36,Analytics Add-on,Outbound,closed_won
AMER,14641,R063,2024-04-27,43653.39,USD,12,Analytics Add-on,Partner Referral,prospecting
EMEA,15002,R083,2024-04-16,60054.51,GBP,12,Analytics Add-on,Inbound,closed_won
EMEA,15003,R090,2024-04-13,23317.47,GBP,12,Analytics Add-on,Inbound,closed_lost
AMER,14642,R005,2024-04-04,57262.49,USD,36,Enterprise Suite,Outbound,closed_lost
EMEA,15004,R144,2024-04-08,237291.0,EUR,36,Analytics Add-on,Partner Referral,closed_won
EMEA,15005,R109,2024-03-16,78628.74,USD,12,Core Platform,Outbound,closed_won
APAC,7338,R188,2024-02-14,514451.74,AUD,36,Core Platform,Partner Referral,closed_lost
AMER,14643,R052,2024-04-20,161956.97,USD,36,Analytics Add-on,Inbound,prospecting
AMER,14644,R042,2024-03-18,317830.97,USD,36,Enterprise Suite,Outbound,closed_won
APAC,7339,R173,2024-04-29,301043.21,AUD,12,Analytics Add-on,Inbound,prospecting
EMEA,15006,R092,2024-03-04,260594.84,EUR,24,Enterprise Suite,Partner Referral,closed_won
EMEA,15007,R089,2024-03-08,213715.88,GBP,24,Core Platform,Outbound,closed_won
APAC,7340,R194,2024-03-08,7234684.89,JPY,12,Analytics Add-on,Partner Referral,prospecting
AMER,14645,R042,2024-04-29,184529.78,USD,36,Core Platform,Inbound,closed_won
AMER,14646,R074,2024-04-16,126802.74,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,15008,R133,2024-02-19,292106.19,EUR,24,Enterprise Suite,Inbound,closed_won
EMEA,15009,R159,2024-03-29,21349.44,EUR,12,Enterprise Suite,Inbound,closed_lost
EMEA,15010,R089,2024-04-13,147579.99,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,15011,R130,2024-03-14,40428.17,EUR,24,Core Platform,Inbound,closed_won
EMEA,15012,R119,2024-02-21,98928.12,EUR,12,Enterprise Suite,Inbound,closed_won
EMEA,15013,R116,2024-02-26,453790.95,EUR,36,Core Platform,Inbound,closed_won
APAC,7341,R198,2024-04-22,542661.94,AUD,24,Analytics Add-on,Outbound,closed_won
APAC,7342,R200,2024-03-08,290220.01,AUD,12,Core Platform,Inbound,closed_won
AMER,14647,R076,2024-03-23,127274.33,USD,24,Core Platform,Inbound,prospecting
EMEA,15014,R092,2024-02-21,57222.85,EUR,12,Analytics Add-on,Outbound,closed_won
APAC,7343,R168,2024-02-12,95727.64,AUD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,15015,R083,2024-02-22,104232.08,EUR,36,Analytics Add-on,Partner Referral,closed_won
AMER,14648,R006,2024-02-11,568392.42,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,14649,R014,2024-02-14,124659.48,USD,12,Enterprise Suite,Outbound,closed_won
AMER,14650,R037,2024-04-27,192230.32,USD,36,Enterprise Suite,Inbound,closed_won
EMEA,15016,R130,2024-04-01,262965.96,GBP,36,Enterprise Suite,Inbound,closed_won
AMER,14651,R011,2024-02-28,309638.71,USD,24,Core Platform,Outbound,closed_won
EMEA,15017,R096,2024-04-09,310375.57,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,15018,R091,2024-04-29,107544.65,GBP,36,Analytics Add-on,Inbound,closed_won
AMER,14652,R038,2024-04-19,160446.95,USD,12,Core Platform,Outbound,closed_won
EMEA,15019,R126,2024-02-26,119135.4,USD,12,Analytics Add-on,Inbound,closed_won
AMER,14653,R034,2024-03-22,262149.9,USD,36,Core Platform,Partner Referral,closed_won
EMEA,15020,R134,2024-02-11,95529.98,EUR,12,Core Platform,Outbound,closed_won
AMER,14654,R078,2024-03-30,266534.51,USD,24,Analytics Add-on,Partner Referral,closed_won
APAC,7344,R170,2024-03-06,46836597.05,JPY,36,Enterprise Suite,Outbound,closed_won
APAC,7345,R198,2024-04-26,19543154.66,JPY,36,Core Platform,Outbound,closed_won
EMEA,15021,R141,2024-03-25,330287.95,USD,24,Analytics Add-on,Outbound,closed_lost
AMER,14655,R065,2024-02-02,27174.42,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,14656,R051,2024-03-08,464945.22,USD,36,Core Platform,Partner Referral,prospecting
AMER,14657,R071,2024-03-14,94887.49,USD,12,Enterprise Suite,Partner Referral,prospecting
EMEA,15022,R087,2024-04-11,27405.42,USD,12,Analytics Add-on,Partner Referral,prospecting
AMER,14658,R002,2024-04-20,160179.36,USD,12,Core Platform,Outbound,closed_won
EMEA,15023,R127,2024-02-11,279080.02,USD,24,Enterprise Suite,Inbound,closed_won
APAC,7346,R170,2024-04-20,54477384.93,JPY,36,Analytics Add-on,Inbound,closed_won
EMEA,15024,R150,2024-03-02,134449.64,GBP,12,Analytics Add-on,Partner Referral,closed_lost
AMER,14659,R079,2024-02-24,278427.02,USD,36,Core Platform,Inbound,closed_won
EMEA,15025,R101,2024-02-25,190316.65,EUR,36,Core Platform,Partner Referral,closed_won
AMER,14660,R032,2024-03-13,170188.51,USD,36,Enterprise Suite,Inbound,closed_lost
APAC,7347,R194,2024-03-17,41063943.96,JPY,24,Enterprise Suite,Outbound,closed_won
AMER,14661,R007,2024-03-22,21170.99,USD,24,Core Platform,Inbound,closed_lost
EMEA,15026,R119,2024-03-27,324485.53,EUR,24,Analytics Add-on,Partner Referral,closed_won
AMER,14662,R039,2024-02-20,172767.68,USD,12,Analytics Add-on,Inbound,closed_won
APAC,7348,R188,2024-04-25,170079.05,USD,12,Analytics Add-on,Partner Referral,closed_lost
EMEA,15027,R108,2024-03-22,214361.43,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,15028,R104,2024-03-20,115970.31,USD,36,Core Platform,Outbound,closed_won
EMEA,15029,R114,2024-03-13,429212.52,GBP,36,Core Platform,Inbound,closed_won
AMER,14663,R074,2024-04-06,421909.25,CAD,36,Enterprise Suite,Partner Referral,closed_won
AMER,14664,R059,2024-03-14,138807.1,USD,12,Analytics Add-on,Inbound,closed_lost
AMER,14665,R080,2024-03-12,216931.4,USD,24,Analytics Add-on,Outbound,closed_won
AMER,14666,R009,2024-03-24,518316.91,USD,36,Enterprise Suite,Inbound,closed_won
APAC,7349,R163,2024-03-18,10996931.38,JPY,12,Core Platform,Outbound,closed_won
EMEA,15030,R151,2024-02-15,347166.56,EUR,24,Enterprise Suite,Inbound,closed_won
EMEA,15031,R129,2024-03-13,497013.86,USD,36,Core Platform,Partner Referral,closed_won
AMER,14667,R077,2024-02-28,85353.06,USD,24,Analytics Add-on,Outbound,closed_won
AMER,14668,R054,2024-04-29,596492.23,CAD,36,Core Platform,Partner Referral,closed_won
EMEA,15032,R134,2024-04-09,91118.29,GBP,24,Core Platform,Inbound,closed_lost
AMER,14669,R026,2024-03-30,122602.93,USD,12,Enterprise Suite,Outbound,closed_won
AMER,14670,R028,2024-03-26,21588.03,USD,24,Core Platform,Inbound,closed_won
AMER,14671,R075,2024-04-05,309269.95,USD,36,Enterprise Suite,Inbound,closed_won
AMER,14672,R069,2024-04-04,158521.87,USD,36,Core Platform,Inbound,closed_won
AMER,14673,R010,2024-04-10,92386.16,USD,24,Core Platform,Partner Referral,closed_won
AMER,14674,R049,2024-04-04,71723.09,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,14675,R058,2024-02-05,116214.64,USD,24,Core Platform,Outbound,closed_won
